OFFENCE_CODE,STATUTE_CODE,DESCRIPTION,SEVERITY_RANKING,ACTIVE_FLAG,EXPIRY_DATE,HO_CODE
AN16287,AN16,Act as member of flight crew of excepted aircraft without appropriate licence,93,Y,,116/06
AN16288,AN16,Aircraft operating undertaking fail to ensure pregnant or nursing air crew member safe from cosmic radiation,93,Y,,116/06
AN16289,AN16,"With intent to deceive, lent or allowed to be used certificate, licence, approval, permission, exemption or document",93,Y,,196/92
AN16290,AN16,"With intent to deceive, make false representation re: certificate, licence, approval, permission, exemption or document",93,Y,,803/08
AN16291,AN16,With intent to deceive make false representation in connection with making of declaration to CAA,93,Y,,825/08
AN16292,AN16,Destroy log book or record during period required to be preserved under Air Navigation Order,93,Y,,807/02
AS14012,AS14,Use violence / threats / a form of coercion to cause another person to enter into a marriage,93,Y,,036/05
AS14013,AS14,Practise deception intending to cause a person to leave UK and be subject to forced marriage,93,Y,,036/05
CF17001,CF17,Relevant body fail to prevent facilitation of UK tax evasion offence,93,Y,,082/06
CF17002,CF17,Relevant body fail to prevent facilitation of foreign tax evasion offence,93,Y,,082/06
CH11001,CH11,Provide the Charity Commission with false or misleading information,93,Y,,
CH11002,CH11,Act as charity trustee or trustee for charity whilst disqualified from being such a trustee,93,Y,,
CJ15005,CJ15,Disclose private sexual photographs and films with intent to cause distress,93,Y,,008/71
CJ17001,CJ17,Financial institution fail to comply with customer information order,93,Y,,143/83
CJ17002,CJ17,Financial institution makes or recklessly makes a false or misleading statement,93,Y,,095/77
CJ17003,CJ17,Unlawful disclosure by financial institution of information regarding a request or order,93,Y,,095/77
CJ17004,CJ17,Employee of financial institution makes unlawful disclosure of information regarding request or order,93,Y,,143/82
CN17001,CN17,Capture / injure / kill a wild animal of a European protected species,93,Y,,197/01
CN17002,CN17,Disturb a wild animal of a European protected species,93,Y,,197/01
CN17003,CN17,Take / destroy the eggs of a wild animal of a European protected species,93,Y,,197/01
CN17004,CN17,Damage / destroy a breeding site / resting place of a wild animal of a European protected species,93,Y,,197/01
CN17005,CN17,Possess / control a live / dead / part / derivative of a wild animal of Annex IV(a) listed species / subspecies,93,Y,,197/01
RP83165,RP83,Include matter in broadcast from outside UK with intent to influence voting,93,Y,,
RP83166,RP83,Issue imitation poll card for purpose of promoting or procuring election of candidate at election,93,Y,,
RP83167,RP83,Election officer or clerk act as candidates agent,93,Y,,
RP83168,RP83,Police officer canvass voter at election,93,Y,,
RP83169,RP83,Knowingly publish false statement of candidates withdrawal from election,93,Y,,
RP83170,RP83,Corruptly induce or procure candidate to withdraw from being candidate at election,93,Y,,
RP83171,RP83,Withdraw election candidacy in pursuance of corrupt inducement or procurement,93,Y,,
RP83172,RP83,"Pay for exhibition of election address, bill or notice promoting election candidate",93,Y,,
RP83173,RP83,"Knowingly receive payment for exhibition of election address, bill or notice promoting election candidate",93,Y,,
RP83174,RP83,"Promote, publish or print multiple sheet document re:election candidate without printer/publisher details",93,Y,,
RP83175,RP83,Print/publish newspaper advert re: election candidate without printer/publisher/promoter details,93,Y,,
RP83176,RP83,Candidate/agent print/publish/promote publication re candidate without printer/publisher details on single sheet,93,Y,,
RP83177,RP83,Candidate/agent print/publish publication re candidate without printer/publisher details on multiple sheets,93,Y,,
RP83178,RP83,Candidate/agent print/publish/promote newspaper advert re election candidate without printer/publisher details,93,Y,,
RP83179,RP83,Candidate/agent print/publish publication promoting election candidate without printer/publisher details on publication,93,Y,,
RP83180,RP83,Engage or employ paid canvasser to promote candidates election,93,Y,,
RP83181,RP83,Paid as a canvasser to promote candidates election,93,Y,,
RP83182,RP83,Knowingly provide money for unlawful purpose concerning election,93,Y,,
RP83183,RP83,Corruptly give money or procure office on account of voter voting or refraining to vote,93,Y,,
RP83184,RP83,Make gift to person to procure return of election candidate,93,Y,,
RP83185,RP83,Receive gift to procure vote of voter or return of candidate at election,93,Y,,
RP83186,RP83,Pay or advance money to be expended in bribery at election,93,Y,,
RP83187,RP83,Receive money or consideration for voting or refraining from voting at election,93,Y,,
RP83188,RP83,Receive money or consideration on account of person voting or refraining from voting at election,93,Y,,
RP83189,RP83,"Elector or proxy corruptly accept meat, drink, entertainment or provision provided to influence voting",93,Y,,
RP83190,RP83,Impede or prevent elector or proxy from voting,93,Y,,
RP83191,RP83,Give money or procure office to bribe voter to vote or refrain from voting,93,Y,,
RP83192,RP83,"Corruptly provide treat in form of meat, drink, entertainment, provision to influence voting at election",93,Y,,
SX03233,SX03,Operate equipment beneath clothing of another without consent,42,Y,,
SX03234,SX03,Record image under clothing to observe another without consent,42,Y,,
TR18001,TR18,Keep / use unregistered trailer in 1968 Convention territories outside the UK,124,Y,,810/90
TR68541,TR68,Cause person to not use record sheet or driver card,124,Y,,811/01
TR68542,TR68,Permit person to not use record sheet or driver card,124,Y,,811/01
TR68543,TR68,Driver engaged in multi - manning failed to take rest period of at least 9 hours per Art 8(5) EU Reg 561/2006,124,Y,,811/02
CN17037,CN17,Attempt to deliberately pick / collect / cut / uproot / destroy a wild plant of a European protected species,93,Y,,197/01
CN17038,CN17,Attempt to possess / control a live / dead wild plant of a European protected species,93,Y,,197/01
CN17039,CN17,Attempt to transport a live / dead wild plant of a European protected species,93,Y,,197/01
CN17040,CN17,Attempt to sell / exchange a live / dead wild plant of a European protected species,93,Y,,197/01
CN17041,CN17,Attempt to offer to sell / exchange a live / dead wild plant of a European protected species,93,Y,,197/01
CN17042,CN17,Attempt to make false statement / supply document / info to obtain licence re animals / plants / intro of new species,93,Y,,197/01
CN17043,CN17,Possess anything capable of being used for the purpose of committing a species offence,93,Y,,197/01
EP90136,EP90,Fail to take measures when managing extractive waste to prevent contraventions and the escape of waste,93,Y,,091/17
EP90137,EP90,Occupier of domestic property fail to take measures to secure transfer of household waste is authorised,93,Y,,091/17
EP90138,EP90,Fail to comply with requirements regarding the making / retention / furnishing of documents,93,Y,,091/17
GE04003,GE04,Contravene Article 14(1) of Regulation (EC) No. 178/2002 (food safety requirements) - WALES,93,Y,,099/99
GE04004,GE04,Contravene provision of Article 12 / 16 / 18(2) / 18(3) / 19 of Regulation (EC) 178/2002 - food safety - WALES,93,Y,,099/99
HO04019,HO04,Fail to comply with an emergency housing prohibition order,93,Y,,196/38
LC34001,LC34,Make false statement or withhold information for purpose of obtaining cab licence,93,Y,,
LC34002,LC34,Cab owner / person holding cab licence failed to deliver licence and plates within specified period,93,Y,,
LC34003,LC34,"Cab driver plying for hire failed to display badge number, licensed area or other notice on cab",93,Y,,
LC34004,LC34,Cab owner fail to protect cab-driver licence from loss or damage / failed inform TFL of loss or damage,93,Y,,
LC34005,LC34,Cab owner fail to return cab licence to licensee in order to send or deliver licence to TFL,93,Y,,
LC34006,LC34,Cab driver / owner carried persons in cab in excess of amount cab licenced to carry,93,Y,,
LC34007,LC34,Breach of terms or conditions of cab-driver's licence,93,Y,,
LC34008,LC34,"Cab driver fail possess / produce copy of cab-licence to police constable, examiner or court officer",93,Y,,173/06
LC34009,LC34,Cab driver start taximeter before hire period or stop beyond end of hire period,93,Y,,
LH31004,LH31,Proprietor or driver of London hackney use rude threatening or abusive language or rude behaviour towards person,93,Y,,173/01
LH31005,LH31,Proprietor or driver of London hackney assault / obstruct a police constable / watchman / patrole,93,Y,,173/01
MC69008,MC69,Fail to return expired licence / badge granted under section 8A(2) / (4) of the Metropolitan Public Carriage Act 1869,93,Y,,173/06
MC69009,MC69,Fail to return licence / badge when disqualified by reason of immigration status from driving hackney carriage,93,Y,,173/06
PE14001,PE14,Keep petrol on dispensing premises without valid storage certificate,93,Y,,085/11
PE14002,PE14,Keep petrol on domestic / relevant premises in non-compliance with regulation 13,93,Y,,085/11
PE14003,PE14,Failure to give at least 28 days notice of a prescribed material change before works commenced,93,Y,,085/11
PE14004,PE14,Failure to notify the petroleum enforcement authority before ceasing to occupy dispensing premises,93,Y,,085/11
PE14005,PE14,Fail to notify petroleum enforcement authority in accordance with regulation 10,93,Y,,085/11
PA15097,PA15,Importer fail to provide info demonstrating pyrotechnic article (not F1/F2/F3 firework) conformed with Part 2,93,Y,,
PA15096,PA15,Importer fail to inform authority of risk presented by non-conforming pyrotechnic article (not F1/F2/F3 firework),93,Y,,
PA15095,PA15,Importer fail to take appropriate action in relation to non-conforming pyrotechnic article (not F1/F2/F3 firework),93,Y,,
PA15094,PA15,Importer of pyrotechnic article (not F1/F2/F3 firework) fail to keep reg 21(2) records for at least 10 years,93,Y,,
PA15093,PA15,Importer fail to keep / maintain register of information relating to pyrotechnic article (not F1/F2/F3 firework),93,Y,,
PA15092,PA15,Importer of pyrotechnic article (not F1/F2/F3 firework) fail to take monitoring steps required by authority,93,Y,,
PA15091,PA15,Importer fail to keep required info for pyrotechnic (not F1/F2/F3 firework) placed on market after 16/10/16,93,Y,,
PA15090,PA15,Importer fail to maintain record of reg number of pyrotechnic (not F1/F2/F3 firework) placed on market pre 17/10/16,93,Y,,
PA15089,PA15,"Importer affix marking to category F1/F2/F3 firework impairing visibility, legibility and meaning of CE marking",93,Y,,
PA15088,PA15,"Importer affix a misleading marking, sign or inscription to a category F1/F2/F3 firework re CE marking",93,Y,,
PA15087,PA15,Importer affix marking to category F1/F2/F3 firework purporting to attest conformity with safety requirements,93,Y,,
PA15086,PA15,Importer affix CE marking to a category F1/F2/F3 firework in improper circumstances,93,Y,,
PA15085,PA15,Importer fail to identify an economic operator who supplied / to whom he supplied a category F1/F2/F3 firework,93,Y,,
PA15084,PA15,Importer place category F1/F2/F3 firework on market of EU State w/o translated EU declaration of conformity,93,Y,,
PA15082,PA15,Importer supply a category F2/F3 firework which had been removed from a selection / primary pack,93,Y,,
PA15081,PA15,Importer make available on UK market a prohibited category F2/F3 firework,93,Y,,
PA15080,PA15,Importer make category F1/F2/F3 firework available on UK market to person younger than minimum age limit,93,Y,,
PA15079,PA15,Importer fail to ensure storage / transport did not jeopardise cat F1/F2/F3 firework safety,93,Y,,
PA15078,PA15,Importer fail to cooperate with authority on action evaluating and eliminating risk posed by cat F1/F2/F3 firework,93,Y,,
PA15077,PA15,Importer fail to provide info necessary to demonstrate category F1/F2/F3 firework was in conformity with Part 2,93,Y,,
PA15076,PA15,Importer fail to inform market surveillance authority of risk presented by non-conforming category F1/F2/F3 firework,93,Y,,
PA15075,PA15,Importer fail to take appropriate action in relation to non-conforming category F1/F2/F3 firework,93,Y,,
PA15074,PA15,Importer of category F1/F2/F3 fireworks fail to keep reg 21(2) records for at least 10 years,93,Y,,
PA15073,PA15,Importer fail to keep / maintain register of information relating to category F1/F2/F3 firework,93,Y,,
